Title,Link,Description,Publication Date,Category
"Rupee settles on flat note, higher by 2 paise at 83.50 against U.S. dollar",https://www.thehindu.com/business/markets/rupee-settles-on-flat-note-higher-by-2-paise-at-8350-against-us-dollar/article68157159.ece,"At the interbank foreign exchange market, the local unit traded in a narrow range.","Thu, 09 May 2024 16:55:39 +0530",Markets
"Sensex, Nifty tank on heavy foreign fund outflows",https://www.thehindu.com/business/markets/sensex-nifty-tank-on-heavy-foreign-fund-outflows/article68157079.ece,"From the Sensex basket, Larsen & Toubro tanked over 5% after March quarter earnings.","Thu, 09 May 2024 16:26:40 +0530",Markets
Rupee rises 8 paise to 83.44 against U.S. dollar in early trade,https://www.thehindu.com/business/markets/rupee-rises-8-paise-to-8344-against-us-dollar-in-early-trade/article68156221.ece,orex traders said a negative trend in domestic equities and foreign fund outflows weighed on the local unit and restricted the up move.,"Thu, 09 May 2024 10:37:21 +0530",Markets
"Markets decline in early trade on heavy foreign fund outflows; selling in Reliance, TCS",https://www.thehindu.com/business/markets/markets-decline-in-early-trade-on-heavy-foreign-fund-outflows-selling-in-reliance-tcs/article68156213.ece,"Declining for the third day running, the 30-share BSE Sensex dropped 209.6 points to 73,256.79. The NSE Nifty dipped 77.7 points to 22,224.80.","Thu, 09 May 2024 10:30:22 +0530",Markets
Sensex drops 45 points in highly volatile trade,https://www.thehindu.com/business/markets/sensex-drops-45-points-in-highly-volatile-trade/article68153153.ece,"Declining for the second straight session, the 30-share BSE Sensex fell 45.46 points or 0.06% to settle at 73,466.39.","Wed, 08 May 2024 16:35:49 +0530",Markets
"Markets decline in early trade on weak Asian peers, foreign fund outflows",https://www.thehindu.com/business/markets/markets-decline-in-early-trade-on-weak-asian-peers-foreign-fund-outflows/article68152456.ece,"Sensex declined to 73,148.76 and Nifty dropped to 22,185.60","Wed, 08 May 2024 11:36:47 +0530",Markets
Rupee trades in narrow range against U.S. dollar in early trade,https://www.thehindu.com/business/markets/rupee-trades-in-narrow-range-against-us-dollar-in-early-trade/article68152331.ece,"The local unit opened at 83.50, and touched 83.49 in initial trade","Wed, 08 May 2024 11:30:40 +0530",Markets
SEBI rejects NSE's proposal to extend trading hours,https://www.thehindu.com/business/markets/sebi-rejects-nses-proposal-to-extend-trading-hours/article68149281.ece,SEBI rejects NSE’s proposal to extend trading hours in equity derivatives segment due to lack of feedback,"Tue, 07 May 2024 18:13:19 +0530",Markets
"Rupee settles on flat note, higher by one paisa at 83.51 (provisional) against U.S. dollar",https://www.thehindu.com/business/markets/rupee-settles-on-flat-note-higher-by-one-paisa-at-8351-provisional-against-us-dollar/article68149133.ece,Forex traders said elevated significant foreign fund outflows in the international market dented investors' sentiments.,"Tue, 07 May 2024 16:31:13 +0530",Markets
"Nifty, Sensex settle lower; HDFC Bank, Reliance, ICICI Bank major drags",https://www.thehindu.com/business/markets/nifty-sensex-settle-lower-hdfc-bank-reliance-icici-bank-major-drags/article68149083.ece,"Paring all its early gains, the 30-share BSE Sensex went lower by 383.69 points or 0.52% to settle at 73,511.85. ","Tue, 07 May 2024 16:19:08 +0530",Markets
Rupee rises 4 paise to 83.48 against U.S. dollar in early trade,https://www.thehindu.com/business/markets/rupee-rises-4-paise-to-8348-against-us-dollar-in-early-trade/article68148268.ece,"On May 6, the rupee settled 7 paise lower at 83.52 against the U.S. dollar","Tue, 07 May 2024 11:19:19 +0530",Markets
